	Smiles String	agg
606	COC(=O)c1cccc(n1)C(=O)Oc2ccc(OC(=O)c3cccc(n3)C(=O)OC)cc2	NONAGG
608	OC(=O)c1ccc(cc1)c2oc(\C=C/3\SC(=O)N(C3=O)c4ccccc4)cc2	AGG
609	CCCNC(=O)c1cc2nc(cc(n2n1)C(F)(F)F)c3cccs3	NONAGG
610	OC(=O)c1cc(ccc1O)N2C(=O)\C(=C\c3ccc(Cl)cc3)\C=C2c4ccccc4	NONAGG
611	CC(=O)Nc1ncc(s1)S(=O)(=O)c2ccc(cc2)[N+](=O)[O-]	NONAGG
612	OC(=O)c1ccc(NC(=O)C2CC(=O)N(Cc3ccccc3)\C(=N\c4ccc(Cl)cc4)\S2)cc1	NONAGG
613	Cc1cccc(C)c1OCC(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3	AGG
614	OC(=O)c1ccc(Oc2ccc3C(=O)N(C(=O)c3c2)c4ccc(Oc5ccccc5)cc4)cc1	AGG
616	CCN1C(=O)c2cccc3c(NC(=O)c4cccc5ccccc45)ccc1c23	NONAGG
617	COCCNC(=O)\C(=C/c1cccs1)\NC(=O)c2ccc(C)cc2	NONAGG
620	COc1cc(cc(OC)c1OC)C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2	NONAGG
621	Cc1ccc2c(c1)sc3nc(cn23)C4=Cc5ccccc5OC4=O	NONAGG
622	COc1ccc(NC(=O)c2nn3c(cc(nc3c2Cl)c4occc4)C(F)(F)F)cc1OC	NONAGG
623	CC(C)Nc1nc(nc2ccccc12)c3ccccc3	NONAGG
624	Clc1ccc(cc1)C(=O)Nc2c3CSCc3nn2c4ccccc4	AGG
625	COc1ccc(cc1)C(=O)Nc2nc(cs2)c3ccccc3OC	AGG
626	O=C(Nc1nc(cs1)c2ccccc2)c3ccccc3	AGG
627	Nc1ccc(cc1)C(=O)Nc2nc3ccccc3s2	NONAGG
628	CCOC(=O)c1c(C)c(sc1NC(=O)c2ccccc2)C(=O)C	NONAGG
629	[O-][N+](=O)c1ccc(Cl)cc1NCCOc2ccccc2	AGG
630	FC(F)(F)c1cccc(NC(=O)c2cc(Br)ccc2Cl)c1	AGG
631	COc1ccc(\C=C(\NC(=O)c2ccccc2)/C(=O)NC(C)C)cc1	NONAGG
632	[O-][N+](=O)c1cc(ccc1Cl)C(=O)Nc2ccc(NC(=O)c3ccccc3)cc2	AGG
633	COc1ccccc1\C=N\NC(=O)c2cc(n[nH]2)c3ccccc3	AGG
634	CCOc1ccc2C(=CC(=O)Oc2c1)c3ccccc3	AGG
635	Cc1ccc(cc1)S(=O)(=O)Nc2ccc(Br)c3cccnc23	AGG
636	CCN(CC)C(=O)C(NC(=O)c1ccc(C)cc1)C23CC4CC(CC(C4)C2)C3	NONAGG
637	Cc1ccc(NC(=O)c2cc3c(C)nn(c4ccccc4)c3s2)cc1	AGG
638	Cc1cccc(c1)N(CCOC(=O)c2ccccc2)C3=NS(=O)(=O)c4ccccc34	NONAGG
640	[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc2cccc(NC(=O)c3ccccc3Cl)c2	AGG
643	C\C(=N/NC(=O)c1n[nH]c2c1CCc3ccccc23)\c4cccc5ccccc45	AGG
644	COC(=O)CN1C(Nc2ccc(Br)cc2C1c3ccccc3)c4ccc(O)cc4	AGG
645	CN1C(=O)\C(=N/NC(=O)c2ccccc2)\c3ccccc13	NONAGG
646	Cc1cccc(Nc2nc(cs2)c3ccccc3)c1	AGG
647	CN(C)C(=O)\C(=C/c1ccc(cc1)N(C)C)\NC(=O)c2ccccc2	NONAGG
649	OC(=O)c1ccc(cc1)C(=O)c2ccc3C(=O)N(C(=O)c3c2)c4ccccn4	NONAGG
650	COc1ccc(\C=C\2/SC(=O)N(Cc3ccccc3)C2=O)cc1	AGG
651	COC(=O)C1=C2S\C(=C\c3ccccc3)\C(=O)N2C(=C(C#N)C1c4ccccc4)N	NONAGG
652	COc1ccc2nc(Nc3nc(O)cc(n3)c4ccccc4)nc(C)c2c1	NONAGG
653	Cc1ccc(s1)c2cc([nH]n2)C(=O)N\N=C\c3ccccc3	AGG
654	CC(C)Oc1ccc(cc1)C(=O)Nc2cccc(c2)c3nc4ccccc4[nH]3	AGG
655	COc1cc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)cc2)nc(OC)n1	NONAGG
656	O=C(NC(=S)Nc1ccc(cc1)N2CCOCC2)c3ccccc3	NONAGG
657	O=C(NCc1ccccc1)\C(=C/c2ccccc2)\NC(=O)c3ccccc3	NONAGG
658	CCOC(=O)c1ccc(NC(=O)COc2ccccc2)cc1	NONAGG
659	CC(=O)C1=C(c2ccccc2)c3ccccc3NC1=O	NONAGG
661	CCOC(=O)C1=C2S\C(=C/c3ccccc3)\C(=O)N2C(=C(C1c4ccccc4)C(=O)OC)N	NONAGG
662	CCOc1cc(\C=C/2\Sc3nc4ccccc4n3C2=O)ccc1OC	NONAGG
663	CCN(CC)C(=O)c1cnn(c1NC(=O)c2ccc(C)cc2)c3ccccc3	NONAGG
664	NC(=O)c1oc2ccccc2c1NC(=O)c3occc3	NONAGG
666	O=C(CCc1ccccc1)Nc2sc3CCCCc3c2C#N	AGG
667	COCCNC(=O)\C(=C\c1ccccc1)\NC(=O)c2ccccc2	NONAGG
668	FC(F)(F)C(Oc1nc(Nc2ccc(Cl)cc2)nc(n1)N3CCOCC3)C(F)(F)F	NONAGG
669	CCOc1ccc(cc1)N2C(=O)c3cccc(N)c3C2=O	NONAGG
670	CCOC(=O)c1sc(NC(=O)COc2ccc(CC)cc2)nc1C	AGG
671	Cc1ccc(cc1)C(=O)NCC2=NNC(=S)N2c3cccc(Cl)c3	NONAGG
672	CC(C)(C)OC(=O)C1C(C(C(=O)OC(C)(C)C)C(C)(O)CC1=O)c2ccccc2	NONAGG
673	[O-][N+](=O)c1ccc(cc1)C(=O)Nc2ccccc2C(=O)Nc3ccccc3	AGG
674	O=C(Nc1ccccc1c2nc3ccccc3s2)c4ccc(cc4)S(=O)(=O)N5CCCCC5	NONAGG
675	COc1ccc(cc1)C(=O)CSc2nc(O)c3ccccc3n2	NONAGG
676	CCCCC(C)NC(=O)C1CN(C(=O)C1)c2ccc(OCC)cc2	NONAGG
677	COc1ccc(Nc2cc(N3CCCCC3)c4nonc4c2[N+](=O)[O-])cc1	NONAGG
678	CCOC1=CC(=CC(=O)c2c(C)oc(C)c12)c3ccc(OC)cc3	NONAGG
679	COc1ccc(\C=C\2/CCc3cc(OC)ccc3C2=O)cc1	AGG
680	CCOc1ccc(cc1)c2nc3S\C(=C/c4ccccc4)\C(=O)n3n2	NONAGG
681	COc1ccc(cc1)C(=O)COC(=O)c2cccc(NC(=O)c3ccc(OC)c(OC)c3)c2	NONAGG
682	Cc1ccc(cc1)c2nc(Nc3cccc(c3)C(=O)O)c4ccccc4n2	NONAGG
683	Cc1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1	NONAGG
684	CC(C)c1ccc(cc1)S(=O)(=O)\N=C/2\C=C(Nc3ccc(O)cc3)C(=O)c4ccccc24	AGG
685	COc1ccc(cc1)C2CC(=NN2S(=O)(=O)c3ccccc3)c4ccccc4	AGG
686	COc1ccc(cc1)C2CC3=C(C(N(C(=O)C)c4ccccc4N3)c5ccccc5)C(=O)C2	NONAGG
687	O=C(Nc1ccc(NC(=O)c2cccs2)cc1)c3oc4ccccc4c3	AGG
688	Clc1ccc(CN2C(=O)S\C(=C/c3ccc4OCOc4c3)\C2=O)cc1	NONAGG
689	COc1ccccc1NC(=O)CN(CCc2ccccc2)S(=O)(=O)c3ccccc3	AGG
690	COc1ccc(cc1)c2nc3S\C(=C/c4ccccc4)\C(=O)n3n2	NONAGG
692	CN1C(=O)C(O)(CC(=O)c2ccc(cc2)C(C)(C)C)c3ccccc13	NONAGG
694	CCN(CC)Cc1c(O)ccc2C(=O)C(=C(Oc12)C(F)(F)F)Oc3cc(C)cc(C)c3	NONAGG
697	OC(=O)c1ccc(Nc2nc(c3ccccc3)c4ccccc4n2)cc1	NONAGG
698	Clc1ccc(cc1)C2C3=C(Nc4ncnn24)c5ccccc5OC3c6ccccc6	NONAGG
699	CCC(C)NC(=O)CN(CCc1ccccc1)S(=O)(=O)c2ccc(C)cc2	NONAGG
700	CCCOc1ccc(\C=C\2/SC3=NC(=O)C(=NN3C2=O)c4ccccc4)cc1	NONAGG
701	CC(C)C(N1C(=O)c2ccccc2C1=O)C(=O)Nc3ccc(C)cc3	NONAGG
702	O=C(Nc1ccccc1)C2=CC3=C(CCCC3=O)N(C2=O)c4ccccc4	NONAGG
703	COc1ccc(cc1)c2ccc3c(N)c(sc3n2)C(=O)Nc4ccccc4C	AGG
704	CCN1C(=N)C(=CC2=C1N=C3N(C=CC=C3C)C2=O)S(=O)(=O)c4ccccc4	NONAGG
706	O=C1N(C(c2ccccc2)c3c(n[nH]c13)c4ccccc4)c5ccccc5	AGG
707	Fc1cccc(c1)C(=O)Nc2c(cnn2c3ccccc3)C(=O)Nc4ccccc4	NONAGG
709	CN(C)CCNC(=O)\C(=C\c1cccnc1)\NC(=O)c2ccccc2	NONAGG
710	Cc1cc(Nc2cccc(c2)C(=O)O)c3cc(Cl)ccc3n1	NONAGG
712	COc1ccc2cc(C3CC(=NN3S(=O)(=O)C)c4ccc(C)cc4)c(Cl)nc2c1	NONAGG
713	CC(C)c1ccc(cc1)[C@@H]2Nc3ccc(cc3[C@@H]4C=CC[C@H]24)C(=O)O	NONAGG
714	CCOc1cc(ccc1OC)c2cc(C(=O)O)c3c(ccc4ccccc34)n2	NONAGG
715	Cc1nc(cs1)c2ccc(NC(=O)c3ccc(cc3)[N+](=O)[O-])cc2	NONAGG
716	Clc1ccccc1C(=O)N\C(=C\c2occc2)\C(=O)Nc3ccccc3	NONAGG
717	Nc1c(sc2nc3CCCCc3cc12)C(=O)Nc4ccccc4	AGG
719	O=C(Nc1ccc(cc1)c2nc3ccccc3s2)c4ccccc4	AGG
720	CCOc1ccc2nc(C)cc(Nc3cccc(c3)C(=O)O)c2c1	NONAGG
722	CCCOC(=O)COc1ccc2C3=C(CCCC3)C(=O)Oc2c1	NONAGG
724	CCOc1ccc2nc(NC(=O)COc3ccccc3)sc2c1	AGG
725	CC1=C(C)C(=O)N=C(Nc2nc(C)c3cc(C)ccc3n2)N1	NONAGG
726	Cc1ccc(\C=C(/C#N)\C2=Nc3ccccc3C(=O)N2)cc1	AGG
727	CCSC1=Nc2sc3COC(C)(C)Cc3c2C(=O)N1c4ccccc4	NONAGG
728	CN(C(=O)c1c(C)onc1c2c(Cl)cccc2Cl)c3ccccc3	NONAGG
730	COc1ccc(Nc2nc(nc3ccccc23)c4ccc(cc4)[N+](=O)[O-])cc1	AGG
731	CCCCN(CC)S(=O)(=O)c1ccc(cc1)C(=O)Nc2ccc(cc2)c3nc4ccccc4[nH]3	AGG
732	CCN1C(=C(OC(=O)c2ccccc2)c3ccccc3S1(=O)=O)C(=O)c4ccccc4	AGG
733	Cc1ccc(cc1)c2ccc(CCC(=O)O)n2c3ccc(C)cc3	NONAGG
736	CCOC(=O)COc1ccc2C(=O)C(=C(Oc2c1)C(F)(F)F)c3ccc(OC)c(OC)c3	NONAGG
738	Clc1ccc(cc1)c2oc(cc2)C(=O)Nc3ccc(NC(=O)c4occc4)cc3	AGG
740	O=C1c2ccccc2C(=O)c3c1cccc3S(=O)(=O)Nc4ccccc4	AGG
741	Clc1ccc(cc1)C2C(=C(NC3=C2C(=O)CCC3)SCC(=O)Nc4ccccc4)C#N	AGG
742	Cc1ccc(cc1)c2csc(Nc3ccc(O)c(c3)C(=O)O)n2	NONAGG
743	CC(C)n1c(NCc2ccccc2O)nc3ccccc13	NONAGG
744	OC(=O)c1ccc(cc1)N2C(=O)c3cc4Oc5ccccc5c6ccccc6Oc4cc3C2=O	NONAGG
745	O=C(Nc1ccccc1)c2ccc(cc2)N3C(=O)C4C5CC(C=C5)C4C3=O	NONAGG
748	Cc1ccc(NC(=O)C2CC(=O)N=C(Nc3ccc(C)cc3)S2)cc1	AGG
749	COc1ccc(cc1)C2N(C(=O)C(=C2C(=O)c3ccccc3)O)c4nnc(C)s4	NONAGG
751	COc1ccc(cc1)c2noc(n2)c3cccc(c3)[N+](=O)[O-]	NONAGG
752	CCCC(=O)NC(c1ccccc1)c2cc(Cl)c3cccnc3c2O	AGG
753	CCc1ccc(OCC(=O)Nc2ccc(cc2)S(=O)(=O)Nc3nc(C)cc(C)n3)cc1	NONAGG
755	O=C(Nc1ccccc1)C2=Cc3ccccc3C(=O)O2	NONAGG
756	Clc1ccc(NC(=O)CSC2CC(=O)N(C2=O)c3ccc(Cl)cc3)cc1	NONAGG
757	COc1cc(cc(\C=N\c2cccc(c2)c3oc4cccc(C)c4n3)c1O)[N+](=O)[O-]	NONAGG
758	CCSc1nc2ccc(NC(=O)CSc3nc4ccc(N)cc4s3)cc2s1	AGG
759	CCCCNc1c(cnc2c(OC)cccc12)C(=O)OCC	NONAGG
760	O=C(CNC(=O)c1ccccc1)N(c2ccccc2)C3(CCCCC3)C(=O)NC4CCCCC4	NONAGG
761	CN1C(=Nc2c([nH]c3ccccc23)C1=O)SCC(=O)Nc4ccccc4	AGG
762	CC(C)CCNC(=O)CSc1nc2nc(C)c(Cc3ccccc3)c(C)n2n1	NONAGG
763	COc1ccc(cc1OC)c2onc(c2)C(=O)Nc3c(C)nn(Cc4ccccc4)c3C	NONAGG
764	CCN(C(=O)CCc1onc(n1)c2ccc(C)cc2)c3cccc(C)c3	NONAGG
765	CC(C)Oc1ccc(cc1)c2cc(C(=O)Nc3cc(C)on3)c4ccccc4n2	AMBIG
766	[O-][N+](=O)c1ccc(cc1)N2C(=O)c3cc4ccccc4cc3C2=O	NONAGG
767	CCOC(=O)C1=C(C)N(C(=O)/C/1=C\c2ccc(OC)cc2)c3ccccc3	AGG
768	CCN(CC)C(=O)CSc1nc(cc(c1C#N)C(F)(F)F)c2cccs2	NONAGG
769	COc1cccc(NC(=O)c2cnc(N3CCN(CC3)c4ncccn4)c5ccccc25)c1	NONAGG
770	CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(C(C)C)/C/1=N\C(=O)c4ccccc4	NONAGG
772	Cc1sc2NC(=O)N(C(=O)c2c1C)c3ccccc3	NONAGG
774	O\C(=C/C(=O)c1ccccc1)\C(=O)Nc2ccc(F)cc2	NONAGG
775	OC(=O)CCc1ccc(c2ccc(Br)cc2)n1CCc3ccccc3	NONAGG
776	Clc1cc(Cl)cc(c1)N2C(=O)c3cc4ccccc4cc3C2=O	NONAGG
777	CCc1c(C)nc2cc(nn2c1O)c3ccccc3	NONAGG
778	COc1ccc(cc1)N2C(=O)CC(Nc3cccc(c3)C(F)(F)F)C2=O	NONAGG
779	COc1ccc(cc1)C2C(CCC(=O)N2c3ccc(OC)cc3)C(=O)Nc4ccc(OC)c(OC)c4	NONAGG
780	COC(=O)C1=CN(NC(=O)c2ccc(OC)cc2)C(=O)c3ccccc13	NONAGG
781	CC(C)CC(NC(=O)C1CCCCC1)C(=O)Nc2cc(C)cc(C)c2	AGG
782	CC(C)CC1(NC(C2C1C(=O)N(C2=O)c3ccccc3Cl)c4ccc(C)cc4)C(=O)O	NONAGG
783	COc1ccc2c(CCc3c2onc3C(=O)Nc4cccc(O)c4)c1	AGG
784	COc1ccccc1NC(=O)\C(=C\C(=O)c2ccccc2)\O	NONAGG
785	Cc1ccc(NC(=O)C2Cc3ccccc3CN2S(=O)(=O)c4ccc(C)cc4)cc1	AGG
786	Nc1cccc(Oc2ccc3C(=O)N(C(=O)c3c2)c4ccccc4)c1	AGG
787	Clc1ccc(CSc2nnnn2c3ccccc3)cc1	AGG
788	COc1ccc(NC(=O)C2CC(=O)N(C)\C(=N\c3ccccc3)\S2)cc1	NONAGG
789	CCN(C(=O)c1cc2C(=O)Oc3ccccc3c2s1)c4ccccc4	NONAGG
790	CCN(CC)c1cc(C)c2cc(NC(=O)\C=C\c3ccc(OC)cc3)ccc2n1	NONAGG
791	COc1cc2C(=O)N(CC(C)C)C=C(C(=O)NC3CCCC(C)C3C)c2cc1OC	NONAGG
792	CC(C)(C)n1cnc2cc(NCc3ccccc3O)ccc12	NONAGG
793	OC(=O)C1(Cc2ccccc2)NC(C3C1C(=O)N(C3=O)c4ccc(F)cc4)c5ccc(Cl)cc5	NONAGG
794	CCC(C)NC(=O)c1cc2cc3cc(OC)ccc3nc2s1	NONAGG
796	Cc1cccc(NC(=O)C2CCCN2C(=O)OCc3ccccc3)c1	NONAGG
798	COc1cc2c(oc3ccccc23)cc1NC(=O)COc4ccc5ccccc5c4	AGG
799	CC(C)NC(=O)c1cc2C(=O)Nc3ccc(C)cc3c2s1	NONAGG
800	Brc1ccc2NC(=O)\C(=C/c3ccccc3)\c2c1	AGG
801	O=C(Cc1ccc(cc1)N2C(=O)Nc3ccsc3C2=O)NCc4ccccc4	NONAGG
802	CCc1ccc(NC(=O)CNS(=O)(=O)c2ccc(Br)s2)cc1	AGG
803	COc1ccc(cc1)C2=CN(C(=O)N2)c3ccccc3	NONAGG
804	COc1ccc(\C=C\2/Sc3ccc(cc3N(C)C2=O)C(=O)NCc4ccccc4)cc1	AGG
807	COc1ccc2OC(=O)C(=Cc2c1)c3csc(Nc4cccc5ccccc45)n3	AGG
808	O=C(NCCOc1ccccc1)c2cccc3ccccc23	NONAGG
809	CC1CC(C)(C)NC(=S)N1CCCC(=O)Nc2ccc(C)cc2	NONAGG
810	Brc1ccc(NS(=O)(=O)c2cc(Br)cc3CCN(C(=O)C4CC4)c23)cc1	AGG
811	CCCCn1c(nc2ccccc12)C(C)NC(=O)c3ccccc3	NONAGG
813	CCOc1ccc(cc1)N2C(=N\C(=C/c3ccccc3)\C2=O)SCC	NONAGG
814	Cc1cc(NC(=O)c2ccccc2)nc3c4ccccc4OC(=O)c13	NONAGG
815	Nc1ccc2oc(nc2c1)c3ccc4ccccc4c3	NONAGG
816	C\C(=N\NC(=O)COc1ccc(C)cc1Br)\CC(=O)Nc2ccc(C)cc2	NONAGG
817	Clc1ccccc1c2nnc(NC(=O)c3occc3)s2	AGG
818	CCOc1ccc(cc1)N2CC(CC2=O)C(=O)NC(C)c3ccccc3	NONAGG
819	CCN(CC)C(=O)c1ccc2C(=O)c3ccccc3C(=O)c2c1NCCO	NONAGG
820	CCCCNC(=O)c1cnc(Nc2ccccc2OC)c3ccccc13	NONAGG
821	CCOC(=O)c1[nH]c2ccccc2c1NC(=O)c3ccc4ccccc4c3	AGG
822	Clc1ccc(cc1)c2onc(c2)C(=O)NCc3ccccc3	NONAGG
823	Cc1nn(c(OC(=O)c2ccccc2)c1S(=O)(=O)c3ccccc3)c4ccccc4	AMBIG
825	[O-][N+](=O)c1cccc(c1)C(=O)Nc2cccc3cccnc23	NONAGG
826	Brc1cccc(c1)C(=O)Oc2ccc(\C=N\NC(=O)c3cccnc3)cc2	AGG
827	CC(=O)\N=C\1/NC(=O)\C(=C\c2oc(cc2)c3cccc(Cl)c3)\S1	AGG
828	CCOc1ccc2nc(SCC(=O)c3ccc(O)cc3)sc2c1	AGG
829	CCN(C(C(=O)Nc1ccc(OC)cc1)c2cc3OCOc3cc2[N+](=O)[O-])c4cccc(C)c4	AGG
830	CCc1ccc(NC(=O)C2CC(=O)N(C2c3ccc(OC)cc3)c4ccc(OC)cc4)cc1	NONAGG
831	Cc1ccc(Nc2c(nc3ccccn23)c4occc4)cc1	NONAGG
832	CCOC(=O)c1c(C)c(C)sc1NC(=O)c2cc(on2)c3ccc(OC)cc3	NONAGG
833	CC1CC2=C(S1)C(=O)N(Cc3ccccc3)C(=N2)SCC(=O)Nc4ccccc4	AGG
834	Cc1ccccc1Nc2c(nc3ncccn23)c4ccc(O)cc4	NONAGG
835	COc1ccc(cc1)c2nc(SCC(=O)NCc3occc3)c([nH]2)c4ccccc4	AGG
836	CCN(CC)C(=O)C1=NN(C(=O)c2c1c3ccccc3n2C)c4ccc(OC)cc4	NONAGG
837	COC(=O)c1ccc(NC(=O)C2=CC=CN(OCc3ccccc3)C2=O)cc1	NONAGG
838	Cc1ccc(NC(=O)CSC2=Nc3ccccc3C(=O)N2Cc4occc4)cc1	AGG
839	CCOC(=O)CCN(Cc1ccc(F)cc1)S(=O)(=O)c2ccc(Cl)cc2	AGG
840	CC(C)CCNC(=O)C1CN(CCc2ccc(C)cc2)C(=O)C1	NONAGG
841	CC(C)CN1C2=C(CCCC2)C(=C(C(=O)Nc3nccs3)C1=O)O	NONAGG
842	CCOc1ccc(NC(=O)CSC2=Nc3ccccc3C4=NC(C(=O)N24)c5ccccc5)cc1	AGG
843	COc1cccc(c1)c2nn(C)c3sc(cc23)C(=O)NCc4ccc(C)cc4	AGG
844	Cc1[nH]c2ccccc2c1C(=O)C(=O)NCc3ccc(Cl)cc3	NONAGG
846	OC(=O)c1ccc2Sc3ccccc3C(=O)N(Cc4ccccc4)c2c1	NONAGG
847	CC(=O)Nc1cc(ccc1S(=O)(=O)c2ccc(C)cc2)C(=O)NC3CC3	NONAGG
848	Cc1ccc(CNC(=O)C2=C(O)C3=C(CCCC3)NC2=O)cc1	NONAGG
849	Cc1ccc(CNC(=O)C2=CC=CN3C(=O)c4c5CCCCc5sc4N=C23)cc1	NONAGG
850	Cc1ccccc1NC(=O)C2=CN=C3SC=CN3C2=O	NONAGG
851	O=S(=O)(NCC(Nc1ccccc1)c2ccccc2)c3ccccc3	AGG
852	COCCNc1ncnc2c1c(cn2c3ccccc3)c4ccccc4	NONAGG
853	CCc1ccc(Sc2cc(C(=O)O)c3ccccc3n2)cc1	NONAGG
854	CCOC(=O)N1CCc2c(C1)sc(NCc3cccs3)c2C(=O)Nc4ccccc4OCC	AGG
855	NC(=O)c1sc2nc3CCCCc3c(c4occc4)c2c1N	NONAGG
857	O=C(Nc1cccc(c1)c2cn3cccnc3n2)c4ccccc4	NONAGG
858	O=C(Nc1nccs1)C2=Cc3ccccc3O/C/2=N\c4ccccc4	NONAGG
859	OC(=O)c1ccc(cc1)N2C(=Nc3ccccc3C2=O)\C=C/c4ccc(F)c(F)c4	NONAGG
860	CC12OC3(CN(Cc4ccccc4)C(=O)C3C1C(=O)NCc5ccccc5)C=C2	NONAGG
861	CCN1C=Nc2sc(C(=O)Nc3ccccc3)c(C)c2C1=O	NONAGG
863	Cc1ccc(cc1)C2N(C(=O)c3[nH]nc(c4ccccc4)c23)c5ccc(cc5)C(=O)O	NONAGG
864	Clc1ccc(cc1)C(=O)Nc2cccc(c2)c3cn4cccnc4n3	AGG
865	CCOc1cc2NC(=O)N(Cc3ccccc3)C(=O)c2cc1OCC	NONAGG
866	Cc1cccc(Nc2nc(NCCC3=CCCCC3)nc(n2)N4CCOCC4)c1	AGG
868	COc1ccc(cc1)C2C3=C(CC(C)(C)CC3=O)Nc4nc(SC)nn24	NONAGG
869	Cc1ccccc1OCc2onc(n2)c3ccc(NC(=O)c4occc4)cc3	AGG
871	CCOc1ccc(\C=C\2/Oc3ccc(cc3C2=O)C(=O)OC)cc1	NONAGG
872	COc1cccc(\C=C\C(=O)C2=Cc3ccccc3OC2=O)c1	AGG
873	CCN1C=C(C(=O)Nc2ccc(OC)cc2)C(=O)c3ccc(C)nc13	NONAGG
874	O=C(CCc1cn(Cc2ccccc2)c3ccccc13)NCc4ccccc4	AGG
875	CN1C=Nc2sc(C(=O)Oc3ccccc3)c(C)c2C1=O	NONAGG
876	COc1ccc(NC(=O)CN(c2ccc(C)cc2)S(=O)(=O)c3cccc4nonc34)cc1OC	NONAGG
877	O=C(Nc1ccccc1)C2=CN=C3C=CC=CN3C2=O	NONAGG
880	Cc1ccc(CNC(=O)CSCc2ccc(F)cc2)cc1	NONAGG
881	COC(=O)C1=CN(Cc2ccc(OC)cc2)C=C(C1c3ccc(OC)cc3)C(=O)OC	NONAGG
883	CCOC(=O)c1c(C)c(C(=O)Nc2cc(C)cc(C)c2)c(C)n1C	NONAGG
884	COc1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(Cl)cc4	NONAGG
886	COc1ccc(CN2CC(CC2=O)C(=O)NCCc3ccc(Cl)cc3)cc1	NONAGG
887	Cc1ccc(NC(=O)C2=C(O)c3cccc4CCCN(C2=O)c34)cc1	NONAGG
888	OC(COc1ccccc1)CN2CCNCC2	NONAGG
889	Cc1cccc(OCCSc2nc3ccccc3n2CC(=O)O)c1	NONAGG
890	[O-][N+](=O)c1cccc2C(=O)N(CCC(=O)Nc3ccccc3)C(=O)c12	NONAGG
891	COc1ccc(cc1)C2=NN(C(C2)c3cc4ccc(C)cc4nc3Cl)C(=O)CCCC(=O)O	NONAGG
892	Cc1cccc(NC(=O)COc2ccccc2)n1	NONAGG
893	Cc1[nH]nc2OC(=C(C#N)C(c3ccc(O)cc3)c12)N	NONAGG
894	Cc1cccc(N(CC(=O)NCc2occc2)S(=O)(=O)c3ccccc3)c1C	NONAGG
895	CC(C)OC(=O)c1c(NC(=O)CCC(=O)O)scc1c2ccccc2	NONAGG
896	CCOC(=O)c1nnn(c1CN(CC)CC)c2nonc2N	NONAGG
897	CC(C)NC(=O)c1cnc(N2CCN(CC2)c3ccccn3)c4ccccc14	NONAGG
898	OCCCc1nc2ccccc2[nH]1	NONAGG
899	Cc1ccc(cc1)C(=O)NN2C(=S)S\C(=C/c3ccccc3)\C2=O	AGG
900	COC(=O)c1cc(cc(c1)[N+](=O)[O-])C(=O)N2CCN(C)CC2	NONAGG
901	Cc1ccc(cc1)c2csc(NC(=O)C3C4CCC(C4)C3C(=O)O)n2	NONAGG
902	CCOc1ccc(cc1)c2cc(C(=O)O)c3ccccc3n2	NONAGG
903	COc1ccc(cc1)C(=O)NC(C)C(=O)O	NONAGG
904	O=C(NCCCN1CCOCC1)C(=O)Nc2ccccc2	NONAGG
905	CCCn1c(CCC(=O)O)ccc1c2ccccc2	NONAGG
906	Cc1ccc(Nc2ccc(cc2[N+](=O)[O-])C(=O)O)cc1	NONAGG
907	CCN(CC)CCCNC(=O)C1CCC(=O)N(C1c2ccc(OC)cc2)c3ccc(OC)cc3	NONAGG
908	Cc1nc2cc(ccc2n1c3ccccc3)C(=O)O	NONAGG
909	CC(C(Cc1ccc(C)cc1)C(=O)O)C(=O)O	NONAGG
910	OC(=O)CCC(=O)N1N=C(CC1c2ccccc2)c3ccc(Br)cc3	NONAGG
911	COc1ccc(\C=C(\NC(=O)c2ccccc2)/C(=O)Nc3ccc(cc3)C(=O)O)cc1	NONAGG
912	OC(COc1ccccc1)CN2CCN(CC2)c3ccccc3	NONAGG
913	CCOC(=O)C1=C(C)Nc2nnnn2C1c3ccc(O)cc3	NONAGG
914	CCSc1nnc2c(OC(Nc3ccccc23)c4ccc(OCC(=O)O)cc4)n1	NONAGG
915	O=C(CCCCC(=O)Nc1nccs1)Nc2nccs2	NONAGG
916	CCN(CC)S(=O)(=O)c1cccc(c1)C(=O)Nc2nnc(C)s2	NONAGG
917	CCCCN(C)C(=O)CN1C(=Cc2ccccc2C1=O)C	NONAGG
918	Cc1ccc(cc1)C(=O)NCc2ccccc2	NONAGG
919	COC(=O)\C(=C\c1ccc(O)cc1)\C#N	NONAGG
920	OC(=O)c1ccccc1NC(=O)c2ccc3C(=O)N(C(=O)c3c2)c4ccccc4	NONAGG
921	CC1CC(N(C(=O)CN2C(=O)c3ccccc3C2=O)c4ccccc4)c5ccccc5N1C(=O)C	NONAGG
922	CCN(CC)c1ccc(cc1)C2N(C(=O)C)c3ccccc3NC4=C2C(=O)CCC4	NONAGG
923	Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(CCCC(=O)O)C2c3ccccc3	NONAGG
924	O=C(N1CCN(Cc2ccccc2)CC1)c3ccncc3	NONAGG
